UniProt_ID,Protein,Gene,OMIM_ID
P03989,1B27_HUMAN,HLA-B,106300
P08697,A2AP_HUMAN,SERPINF2,262850
P21589,5NTD_HUMAN,NT5E,211800
A8K2U0,A2ML1_HUMAN,A2ML1,166760
O75027,ABCB7_HUMAN,ABCB7,301310
O00400,ACATN_HUMAN,SLC33A1,612539
Q15822,ACHA2_HUMAN,CHRNA2,610353
Q86UK0,ABCAC_HUMAN,ABCA12,242500
Q9H222,ABCG5_HUMAN,ABCG5,210250
P30153,2AAA_HUMAN,PPP2R1A,616362
O14678,ABCD4_HUMAN,ABCD4,614857
P00519,ABL1_HUMAN,ABL1,608232
P11310,ACADM_HUMAN,ACADM,201450
Q13085,ACACA_HUMAN,ACACA,613933
O95477,ABCA1_HUMAN,ABCA1,205400
Q96AP0,ACD_HUMAN,ACD,616553
Q01718,ACTHR_HUMAN,MC2R,202200
Q8TD30,ALAT2_HUMAN,GPT2,616281
P31749,AKT1_HUMAN,AKT1,114480
Q9Y4X0,AMMR1_HUMAN,AMMECR1,300194
P55789,ALR_HUMAN,GFER,613076
Q5JTC6,AMER1_HUMAN,AMER1,300373
P54802,ANAG_HUMAN,NAGLU,252920
Q75V66,ANO5_HUMAN,ANO5,166260
P20594,ANPRB_HUMAN,NPR2,602875
Q9Y653,AGRG1_HUMAN,ADGRG1,606854
P30556,AGTR1_HUMAN,AGTR1,267430
Q9H6U8,ALG9_HUMAN,ALG9,263210
Q9NP70,AMBN_HUMAN,AMBN,616270
O95076,ALX3_HUMAN,ALX3,136760
P51816,AFF2_HUMAN,AFF2,309548
Q9NZN9,AIPL1_HUMAN,AIPL1,604393
P05062,ALDOB_HUMAN,ALDOB,229600
P51648,AL3A2_HUMAN,ALDH3A2,270200
P55263,ADK_HUMAN,ADK,614300
Q92685,ALG3_HUMAN,ALG3,601110
Q5TGY3,AHDC1_HUMAN,AHDC1,615829
Q86SQ4,AGRG6_HUMAN,ADGRG6,606255
P47895,AL1A3_HUMAN,ALDH1A3,615113
Q9BT22,ALG1_HUMAN,ALG1,608540
Q9UHK6,AMACR_HUMAN,AMACR,214950
Q99217,AMELX_HUMAN,AMELX,301200
Q9H161,ALX4_HUMAN,ALX4,601224
Q9BXJ7,AMNLS_HUMAN,AMN,261100
P35858,ALS_HUMAN,IGFALS,615961
P52895,AK1C2_HUMAN,AKR1C2,614279
P49419,AL7A1_HUMAN,ALDH7A1,266100
Q2TAA5,ALG11_HUMAN,ALG11,613661
Q96PN6,ADCYA_HUMAN,ADCY10,143870
O95394,AGM1_HUMAN,PGM3,615816
P31751,AKT2_HUMAN,AKT2,125853
Q9Y243,AKT3_HUMAN,AKT3,615937
P02768,ALBU_HUMAN,ALB,615999
Q9BVK2,ALG8_HUMAN,ALG8,608104
Q6UWZ7,ABRX1_HUMAN,ABRAXAS1,114480
Q9UKU7,ACAD8_HUMAN,ACAD8,611283
Q9H845,ACAD9_HUMAN,ACAD9,611126
Q4G176,ACSF3_HUMAN,ACSF3,614265
Q03154,ACY1_HUMAN,ACY1,609924
P22570,ADRO_HUMAN,FDXR,617717
P12821,ACE_HUMAN,ACE,106180
P16219,ACADS_HUMAN,ACADS,201470
P07510,ACHG_HUMAN,CHRNG,253290
P20309,ACM3_HUMAN,CHRM3,100100
Q99424,ACOX2_HUMAN,ACOX2,617308
P02708,ACHA_HUMAN,CHRNA1,253290
Q04771,ACVR1_HUMAN,ACVR1,135100
O43306,ADCY6_HUMAN,ADCY6,616287
Q15067,ACOX1_HUMAN,ACOX1,264470
P45954,ACDSB_HUMAN,ACADSB,610006
P43681,ACHA4_HUMAN,CHRNA4,600513
P37023,ACVL1_HUMAN,ACVRL1,600376
P68133,ACTS_HUMAN,ACTA1,161800
Q9H2P0,ADNP_HUMAN,ADNP,615873
P00813,ADA_HUMAN,ADA,102700
O00116,ADAS_HUMAN,AGPS,600121
Q6UX39,AMTN_HUMAN,AMTN,617607
Q01433,AMPD2_HUMAN,AMPD2,615686
Q7Z2E3,APTX_HUMAN,APTX,208920
P23109,AMPD1_HUMAN,AMPD1,615511
Q4KMQ2,ANO6_HUMAN,ANO6,262890
O95996,APCL_HUMAN,APC2,617169
Q9H553,ALG2_HUMAN,ALG2,607906
Q9Y672,ALG6_HUMAN,ALG6,603147
Q68DC2,ANKS6_HUMAN,ANKS6,615382
P10275,ANDR_HUMAN,AR,300068
P02656,APOC3_HUMAN,APOC3,614028
O43572,AKA10_HUMAN,AKAP10,115080
Q9BV10,ALG12_HUMAN,ALG12,607143
Q01432,AMPD3_HUMAN,AMPD3,612874
Q6UXH0,ANGL8_HUMAN,ANGPTL8,125853
Q12955,ANK3_HUMAN,ANK3,615493
Q9NVM4,ANM7_HUMAN,PRMT7,617157
P25054,APC_HUMAN,APC,114550
P55064,AQP5_HUMAN,AQP5,600231
O43918,AIRE_HUMAN,AIRE,109100
P01160,ANF_HUMAN,NPPA,612201
P02655,APOC2_HUMAN,APOC2,207750
Q9UM73,ALK_HUMAN,ALK,613014
Q9NP73,ALG13_HUMAN,ALG13,300884
Q96L96,ALPK3_HUMAN,ALPK3,618052
P01008,ANT3_HUMAN,SERPINC1,613118
Q16671,AMHR2_HUMAN,AMHR2,261550
Q9Y5C1,ANGL3_HUMAN,ANGPTL3,605019
P02649,APOE_HUMAN,APOE,104310
Q8TCU4,ALMS1_HUMAN,ALMS1,203800
Q96Q42,ALS2_HUMAN,ALS2,205100
P30533,AMRP_HUMAN,LRPAP1,615431
Q9NQW6,ANLN_HUMAN,ANLN,616032
Q9UPS8,ANR26_HUMAN,ANKRD26,188000
Q99996,AKAP9_HUMAN,AKAP9,611820
P51857,AK1D1_HUMAN,AKR1D1,235555
Q01484,ANK2_HUMAN,ANK2,600919
Q9H6X2,ANTR1_HUMAN,ANTXR1,230740
O60266,ADCY3_HUMAN,ADCY3,601665
Q8IZP9,AGRG2_HUMAN,ADGRG2,300985
P18089,ADA2B_HUMAN,ADRA2B,607876
Q9BZ11,ADA33_HUMAN,ADAM33,600807
P12235,ADT1_HUMAN,SLC25A4,609283
Q8WXG9,AGRV1_HUMAN,ADGRV1,604352
O95831,AIFM1_HUMAN,AIFM1,300614
O00468,AGRIN_HUMAN,AGRN,615120
P17516,AK1C4_HUMAN,AKR1C4,614279
Q13155,AIMP2_HUMAN,AIMP2,618006
Q12904,AIMP1_HUMAN,AIMP1,260600
Q8N157,AHI1_HUMAN,AHI1,608629
O00170,AIP_HUMAN,AIP,102200
P12814,ACTN1_HUMAN,ACTN1,615193
P78536,ADA17_HUMAN,ADAM17,614328
Q8IUX7,AEBP1_HUMAN,AEBP1,618000
Q96F25,ALG14_HUMAN,ALG14,616227
Q9UEY8,ADDG_HUMAN,ADD3,617008
P45381,ACY2_HUMAN,ASPA,271900
P06280,AGAL_HUMAN,GLA,301500
P30038,AL4A1_HUMAN,ALDH4A1,239510
Q9GZX7,AICDA_HUMAN,AICDA,605258
P04075,ALDOA_HUMAN,ALDOA,611881
P60709,ACTB_HUMAN,ACTB,243310
O43707,ACTN4_HUMAN,ACTN4,603278
Q8N302,AGGF1_HUMAN,AGGF1,149000
P68032,ACTC_HUMAN,ACTC1,612098
P63267,ACTH_HUMAN,ACTG2,155310
O95622,ADCY5_HUMAN,ADCY5,606703
O00253,AGRP_HUMAN,AGRP,601665
Q04844,ACHE_HUMAN,CHRNE,254200
Q08828,ADCY1_HUMAN,ADCY1,610154
Q9UHX3,AGRE2_HUMAN,ADGRE2,125630
Q8NB90,AFG2H_HUMAN,SPATA5,616577
O60488,ACSL4_HUMAN,ACSL4,300194
P35609,ACTN2_HUMAN,ACTN2,612158
Q9NZK5,ADA2_HUMAN,ADA2,182410
Q9P0K1,ADA22_HUMAN,ADAM22,617933
Q15848,ADIPO_HUMAN,ADIPOQ,125853
Q53H12,AGK_HUMAN,AGK,212350
Q9UHB7,AFF4_HUMAN,AFF4,616368
Q9Y4W6,AFG32_HUMAN,AFG3L2,610246
Q29963,1C06_HUMAN,HLA-C,177900
Q9H0P0,5NT3A_HUMAN,NT5C3A,266120
P49748,ACADV_HUMAN,ACADVL,201475
Q99758,ABCA3_HUMAN,ABCA3,610921
Q09428,ABCC8_HUMAN,ABCC8,240800
P30464,1B15_HUMAN,HLA-B,608579
Q9H2F3,3BHS7_HUMAN,HSD3B7,607765
Q9NRG9,AAAS_HUMAN,AAAS,231550
O95342,ABCBB_HUMAN,ABCB11,601847
Q9H221,ABCG8_HUMAN,ABCG8,210250
P04229,2B11_HUMAN,HLA-DRB1,181000
P46952,3HAO_HUMAN,HAAO,617660
P11171,41_HUMAN,EPB41,611804
Q8IZY2,ABCA7_HUMAN,ABCA7,608907
Q14738,2A5D_HUMAN,PPP2R5D,616355
Q6PD74,AAGAB_HUMAN,AAGAB,148600
P05067,A4_HUMAN,APP,104300
P26439,3BHS2_HUMAN,HSD3B2,201810
Q676U5,A16L1_HUMAN,ATG16L1,611081
P08908,5HT1A_HUMAN,HTR1A,614674
P78363,ABCA4_HUMAN,ABCA4,153800
Q8N2K0,ABD12_HUMAN,ABHD12,612674
P11230,ACHB_HUMAN,CHRNB1,616313
P62736,ACTA_HUMAN,ACTA2,611788
Q969Q4,ARL11_HUMAN,ARL11,151400
Q5T2S8,ARMC4_HUMAN,ARMC4,615451
Q86XL3,ANKL2_HUMAN,ANKLE2,616681
Q15327,ANKR1_HUMAN,ANKRD1,106700
P41181,AQP2_HUMAN,AQP2,125800
O14646,CHD1_HUMAN,CHD1,617682
P16157,ANK1_HUMAN,ANK1,182900
Q3SXY8,AR13B_HUMAN,ARL13B,612291
P47870,GBRB2_HUMAN,GABRB2,617829
Q27J81,INF2_HUMAN,INF2,613237
A8MXD5,GRCR1_HUMAN,GRXCR1,613285
A6NFK2,GRCR2_HUMAN,GRXCR2,615837
P42263,GRIA3_HUMAN,GRIA3,300699
P38646,GRP75_HUMAN,HSPA9,182170
Q9UMX6,GUC1B_HUMAN,GUCA1B,613827
P05107,ITB2_HUMAN,ITGB2,116920
P05106,ITB3_HUMAN,ITGB3,173470
P16144,ITB4_HUMAN,ITGB4,131800
P10412,H14_HUMAN,HIST1H1E,617537
Q9Y287,ITM2B_HUMAN,ITM2B,117300
Q14643,ITPR1_HUMAN,ITPR1,117360
Q14571,ITPR2_HUMAN,ITPR2,106190
P48506,GSH1_HUMAN,GCLC,230450
Q9NRM0,GTR9_HUMAN,SLC2A9,612076
P25092,GUC2C_HUMAN,GUCY2C,614616
Q02846,GUC2D_HUMAN,GUCY2D,204000
P43080,GUC1A_HUMAN,GUCA1A,602093
Q13683,ITA7_HUMAN,ITGA7,613204
P53708,ITA8_HUMAN,ITGA8,191830
P11215,ITAM_HUMAN,ITGAM,609939
Q08881,ITK_HUMAN,ITK,613011
P26440,IVD_HUMAN,IVD,243500
O60243,H6ST1_HUMAN,HS6ST1,614880
P52333,JAK3_HUMAN,JAK3,600802
Q9UQF2,JIP1_HUMAN,MAPK8IP1,125853
P68871,HBB_HUMAN,HBB,140700
Q9HAV0,GBB4_HUMAN,GNB4,615185
Q9NQ38,ISK5_HUMAN,SPINK5,256500
Q9HCN6,GPVI_HUMAN,GP6,614201
A4D126,ISPD_HUMAN,ISPD,614643
Q9C091,GRB1L_HUMAN,GREB1L,617805
Q9Y3R0,GRIP1_HUMAN,GRIP1,617667
Q13255,GRM1_HUMAN,GRM1,614831
P28799,GRN_HUMAN,GRN,607485
Q969Y2,GTPB3_HUMAN,GTPBP3,580000
O15117,FYB1_HUMAN,FYB1,273900
P06744,G6PI_HUMAN,GPI,613470
P50440,GATM_HUMAN,GATM,612718
Q9UK53,ING1_HUMAN,ING1,275355
P48167,GLRB_HUMAN,GLRB,614619
P21695,GPDA_HUMAN,GPD1,614480
Q14653,IRF3_HUMAN,IRF3,616532
P78411,IRX5_HUMAN,IRX5,611174
Q9BUE6,ISCA1_HUMAN,ISCA1,617613
Q86U28,ISCA2_HUMAN,ISCA2,616370
Q9H1K1,ISCU_HUMAN,ISCU,255125
Q14956,GPNMB_HUMAN,GPNMB,617920
O15303,GRM6_HUMAN,GRM6,257270
O60443,GSDME_HUMAN,GSDME,600994
P48637,GSHB_HUMAN,GSS,231900
P11166,GTR1_HUMAN,SLC2A1,601042
Q8N442,GUF1_HUMAN,GUF1,617065
P08514,ITA2B_HUMAN,ITGA2B,187800
P26006,ITA3_HUMAN,ITGA3,614748
P13807,GYS1_HUMAN,GYS1,611556
P54840,GYS2_HUMAN,GYS2,240600
Q9H116,GZF1_HUMAN,GZF1,617662
P18564,ITB6_HUMAN,ITGB6,616221
P15884,ITF2_HUMAN,TCF4,610954
Q9BY32,ITPA_HUMAN,ITPA,613850
P68431,H31_HUMAN,HIST1H3A,137800
P84243,H33_HUMAN,H3F3A,137800
Q14520,HABP2_HUMAN,HABP2,616535
B0YJ81,HACD1_HUMAN,HACD1,255310
O43593,HAIR_HUMAN,HR,146550
Q6PHW0,IYD1_HUMAN,IYD,274800
Q9BX67,JAM3_HUMAN,JAM3,613730
P69892,HBG2_HUMAN,HBG2,613977
P51610,HCFC1_HUMAN,HCFC1,309541
Q15051,IQCB1_HUMAN,IQCB1,609254
Q6IPM2,IQCE_HUMAN,IQCE,617642
Q5JU85,IQEC2_HUMAN,IQSEC2,309530
P10914,IRF1_HUMAN,IRF1,613659
O14896,IRF6_HUMAN,IRF6,119300
Q92985,IRF7_HUMAN,IRF7,616345
P05161,ISG15_HUMAN,ISG15,616126
P00995,ISK1_HUMAN,SPINK1,167800
Q9GZN0,GPR88_HUMAN,GPR88,616939
Q9H3H5,GPT_HUMAN,DPAGT1,608093
P36969,GPX4_HUMAN,GPX4,250220
Q9H772,GREM2_HUMAN,GREM2,617275
Q6ISB3,GRHL2_HUMAN,GRHL2,608641
Q8TE85,GRHL3_HUMAN,GRHL3,606713
Q9UBQ7,GRHPR_HUMAN,GRHPR,260000
O43424,GRID2_HUMAN,GRID2,616204
Q13002,GRIK2_HUMAN,GRIK2,611092
Q7LDG7,GRP2_HUMAN,RASGRP2,615888
P51460,INSL3_HUMAN,INSL3,219050
Q9Y5P6,GMPPB_HUMAN,GMPPB,615350
P38405,GNAL_HUMAN,GNAL,615073
O15228,GNPAT_HUMAN,GNPAT,222765
O14775,GNB5_HUMAN,GNB5,617173
Q8N0V5,GNT2A_HUMAN,GCNT2,110800
Q96P66,GP101_HUMAN,GPR101,300943
P13224,GP1BB_HUMAN,GP1BB,231200
O43292,GPAA1_HUMAN,GPAA1,617810
Q9H2U2,IPYR2_HUMAN,PPA2,617222
Q9Y625,GPC6_HUMAN,GPC6,258315
Q8N335,GPD1L_HUMAN,GPD1L,611777
Q9Y5U9,IR3IP_HUMAN,IER3IP1,614231
P32189,GLPK_HUMAN,GK,307030
Q86SX6,GLRX5_HUMAN,GLRX5,616859
P14314,GLU2B_HUMAN,PRKCSH,174050
Q9NRR6,INP5E_HUMAN,INPP5E,213300
Q9BT40,INP5K_HUMAN,INPP5K,617404
P46976,GLYG_HUMAN,GYG1,613507
Q96IJ6,GMPPA_HUMAN,GMPPA,615510
P29992,GNA11_HUMAN,GNA11,145981
P08754,GNAI3_HUMAN,GNAI3,602483
P09471,GNAO_HUMAN,GNAO1,615473
Q3T906,GNPTA_HUMAN,GNPTAB,252500
Q9UJJ9,GNPTG_HUMAN,GNPTG,252605
P01148,GON1_HUMAN,GNRH1,614841
P51810,GP143_HUMAN,GPR143,300500
P51654,GPC3_HUMAN,GPC3,312870
O14764,GBRD_HUMAN,GABRD,613060
P18505,GBRB1_HUMAN,GABRB1,617153
Q9ULD6,INTU_HUMAN,INTU,614091
Q5T7V8,GORAB_HUMAN,GORAB,231070
O14653,GOSR2_HUMAN,GOSR2,614018
Q6PRD1,GP179_HUMAN,GPR179,614565
P07359,GP1BA_HUMAN,GP1BA,153670
P14770,GPIX_HUMAN,GP9,231200
Q9NZN1,IRPL1_HUMAN,IL1RAPL1,300143
P14324,FPPS_HUMAN,FDPS,616631
Q16595,FRDA_HUMAN,FXN,229300
Q9C0B1,FTO_HUMAN,FTO,601665
Q92947,GCDH_HUMAN,GCDH,231670
Q9Y283,INVS_HUMAN,INVS,602088
P50148,GNAQ_HUMAN,GNAQ,163000
Q5JWF2,GNAS1_HUMAN,GNAS,139320
P63092,GNAS2_HUMAN,GNAS,103580
P11488,GNAT1_HUMAN,GNAT1,610444
P19087,GNAT2_HUMAN,GNAT2,613856
Q14749,GNMT_HUMAN,GNMT,606664
P30968,GNRHR_HUMAN,GNRHR,146110
P23352,KALM_HUMAN,ANOS1,308700
O95259,KCNH1_HUMAN,KCNH1,135500
Q2M2Z5,KIZ_HUMAN,KIZ,615780
Q9H0B6,KLC2_HUMAN,KLC2,609541
P10721,KIT_HUMAN,KIT,154800
Q9UMN6,KMT2B_HUMAN,KMT2B,617284
Q8NEZ4,KMT2C_HUMAN,KMT2C,617768
Q8NG31,KNL1_HUMAN,KNL1,604321
Q93100,KPBB_HUMAN,PHKB,261750
P05129,KPCG_HUMAN,PRKCG,605361
P30613,KPYR_HUMAN,PKLR,102900
Q96MU8,KREM1_HUMAN,KREMEN1,617392
O60229,KALRN_HUMAN,KALRN,608901
C9JR72,KBTBD_HUMAN,KBTBD13,609273
O60928,KCJ13_HUMAN,KCNJ13,193230
Q12791,KCMA1_HUMAN,KCNMA1,609446
O43525,KCNQ3_HUMAN,KCNQ3,121201
O60282,KIF5C_HUMAN,KIF5C,615282
Q2M1P5,KIF7_HUMAN,KIF7,200990
Q15726,KISS1_HUMAN,KISS1,614842
Q969F8,KISSR_HUMAN,KISS1R,176400
O60662,KLH41_HUMAN,KLHL41,615731
Q9UH77,KLHL3_HUMAN,KLHL3,614495
Q8IXQ5,KLHL7_HUMAN,KLHL7,612943
P03952,KLKB1_HUMAN,KLKB1,612423
Q9Y5K2,KLK4_HUMAN,KLK4,204700
Q9NVR5,KTU_HUMAN,DNAAF2,612518
Q5HYA8,MKS3_HUMAN,TMEM67,216360
P40692,MLH1_HUMAN,MLH1,114500
Q9UHC1,MLH3_HUMAN,MLH3,114500
O95461,LARG1_HUMAN,LARGE1,608840
O14649,KCNK3_HUMAN,KCNK3,615344
Q14003,KCNC3_HUMAN,KCNC3,605259
Q9NR82,KCNQ5_HUMAN,KCNQ5,617601
Q14533,KRT81_HUMAN,KRT81,158000
P78385,KRT83_HUMAN,KRT83,158000
P78386,KRT85_HUMAN,KRT85,602032
O43790,KRT86_HUMAN,KRT86,158000
Q9UNW1,MINP1_HUMAN,MINPP1,188470
Q99797,MIPEP_HUMAN,MIPEP,617228
Q8TDR0,MIPT3_HUMAN,TRAF3IP1,616629
P30301,MIP_HUMAN,MIP,615274
P03971,MIS_HUMAN,AMH,261550
O75030,MITF_HUMAN,MITF,103470
Q9BVA0,KTNB1_HUMAN,KATNB1,616212
Q13064,MKRN3_HUMAN,MKRN3,615346
Q9NXB0,MKS1_HUMAN,MKS1,249000
Q15049,MLC1_HUMAN,MLC1,604004
P32004,L1CAM_HUMAN,L1CAM,303350
Q9H9P8,L2HDH_HUMAN,L2HGDH,236792
Q9H3L0,MMAD_HUMAN,MMADHC,277410
P45452,MMP13_HUMAN,MMP13,250400
Q99542,MMP19_HUMAN,MMP19,611543
O60882,MMP20_HUMAN,MMP20,612529
Q8N119,MMP21_HUMAN,MMP21,616749
P08253,MMP2_HUMAN,MMP2,259600
P08254,MMP3_HUMAN,MMP3,614466
Q8IV20,LACC1_HUMAN,LACC1,604302
Q9Y6N6,LAMC3_HUMAN,LAMC3,614115
P07942,LAMB1_HUMAN,LAMB1,615191
P13647,K2C5_HUMAN,KRT5,131760
P08779,K1C16_HUMAN,KRT16,167200
Q71SY5,MED25_HUMAN,MED25,605589
P54819,KAD2_HUMAN,AK2,267500
Q96EK5,KBP_HUMAN,KIF1BP,609460
P78508,KCJ10_HUMAN,KCNJ10,612780
P15382,KCNE1_HUMAN,KCNE1,612347
P22460,KCNA5_HUMAN,KCNA5,612240
O95140,MFN2_HUMAN,MFN2,601152
Q7Z4S6,KI21A_HUMAN,KIF21A,135700
Q12756,KIF1A_HUMAN,KIF1A,610357
Q12840,KIF5A_HUMAN,KIF5A,604187
O00142,KITM_HUMAN,TK2,609560
O14901,KLF11_HUMAN,KLF11,606391
Q6JEL2,KLH10_HUMAN,KLHL10,615081
Q13351,KLF1_HUMAN,KLF1,111150
Q99612,KLF6_HUMAN,KLF6,176807
Q9UEF7,KLOT_HUMAN,KL,617994
Q03164,KMT2A_HUMAN,KMT2A,159555
O14686,KMT2D_HUMAN,KMT2D,147920
Q4FZB7,KMT5B_HUMAN,KMT5B,617788
P01042,KNG1_HUMAN,KNG1,228960
Q05655,KPCD_HUMAN,PRKCD,615559
P24723,KPCL_HUMAN,PRKCH,601367
Q86YT6,MIB1_HUMAN,MIB1,615092
Q14654,KCJ11_HUMAN,KCNJ11,601820
P16389,KCNA2_HUMAN,KCNA2,616366
Q9UK17,KCND3_HUMAN,KCND3,607346
B7U540,KCJ18_HUMAN,KCNJ18,613239
Q9Y6J6,KCNE2_HUMAN,KCNE2,611493
Q9UJ90,KCNE5_HUMAN,KCNE5,300194
Q96MP8,KCTD7_HUMAN,KCTD7,611726
P56696,KCNQ4_HUMAN,KCNQ4,600101
O15554,KCNN4_HUMAN,KCNN4,616689
Q8NAX2,KDF1_HUMAN,KDF1,617337
Q10469,MGAT2_HUMAN,MGAT2,212066
P41229,KDM5C_HUMAN,KDM5C,300534
P52732,KIF11_HUMAN,KIF11,152950
Q15058,KIF14_HUMAN,KIF14,616258
Q14807,KIF22_HUMAN,KIF22,603546
Q03426,KIME_HUMAN,MVK,175900
Q2TBA0,KLH40_HUMAN,KLHL40,615348
P28358,HXD10_HUMAN,HOXD10,142984
Q04637,IF4G1_HUMAN,EIF4G1,614251
P20916,MAG_HUMAN,MAG,616680
P05231,IL6_HUMAN,IL6,148000
Q86SU0,ILDR1_HUMAN,ILDR1,609646
Q9Y2U8,MAN1_HUMAN,LEMD3,166700
Q16644,MAPK3_HUMAN,MAPKAPK3,617111
P48740,MASP1_HUMAN,MASP1,257920
O00187,MASP2_HUMAN,MASP2,613791
P14653,HXB1_HUMAN,HOXB1,614744
Q7Z6Z7,HUWE1_HUMAN,HUWE1,300705
P49639,HXA1_HUMAN,HOXA1,601536
Q8NAC3,I17RC_HUMAN,IL17RC,616445
A6NNB3,IFM5_HUMAN,IFITM5,610967
Q96FT9,IFT43_HUMAN,IFT43,614099
O75054,IGSF3_HUMAN,IGSF3,149700
O75444,MAF_HUMAN,MAF,601088
P25963,IKBA_HUMAN,NFKBIA,612132
P35225,IL13_HUMAN,IL13,607154
P31785,IL2RG_HUMAN,IL2RG,300400
P32927,IL3RB_HUMAN,CSF2RB,614370
Q9NX62,IMPA3_HUMAN,IMPAD1,614078
Q17R60,IMPG1_HUMAN,IMPG1,616151
Q2LD37,K1109_HUMAN,KIAA1109,617822
Q99456,K1C12_HUMAN,KRT12,122100
P10644,KAP0_HUMAN,PRKAR1A,101800
Q04695,K1C17_HUMAN,KRT17,167210
P05783,K1C18_HUMAN,KRT18,215600
Q7Z418,KCNKI_HUMAN,KCNK18,613656
Q6UVM3,KCNT2_HUMAN,KCNT2,617771
P08493,MGP_HUMAN,MGP,245150
Q06136,KDSR_HUMAN,KDSR,617526
Q13976,KGP1_HUMAN,PRKG1,615436
P50053,KHK_HUMAN,KHK,229800
O00139,KIF2A_HUMAN,KIF2A,615411
Q8WYA0,IFT81_HUMAN,IFT81,617895
Q96LB3,IFT74_HUMAN,IFT74,617119
P05019,IGF1_HUMAN,IGF1,608747
P08069,IGF1R_HUMAN,IGF1R,270450
Q9H0U3,MAGT1_HUMAN,MAGT1,300853
Q9UBC1,IKBL1_HUMAN,NFKBIL1,180300
Q96PD4,IL17F_HUMAN,IL17F,613956
Q5VWK5,IL23R_HUMAN,IL23R,612261
Q15555,MARE2_HUMAN,MAPRE2,616734
P48551,INAR2_HUMAN,IFNAR2,610424
P13645,K1C10_HUMAN,KRT10,113800
P04259,K2C6B_HUMAN,KRT6B,615728
Q7Z3Z0,K1C25_HUMAN,KRT25,616760
P35527,K1C9_HUMAN,KRT9,144200
Q3SY84,K2C71_HUMAN,KRT71,615896
P02533,K1C14_HUMAN,KRT14,125595
O95678,K2C75_HUMAN,KRT75,600628
Q8WYB5,KAT6B_HUMAN,KAT6B,603736
Q8TDN2,KCNV2_HUMAN,KCNV2,610356
Q5JUK3,KCNT1_HUMAN,KCNT1,614959
Q9BY79,MFRP_HUMAN,MFRP,609549
Q9BQP7,MGME1_HUMAN,MGME1,615084
O60938,KERA_HUMAN,KERA,217300
O75419,CDC45_HUMAN,CDC45,617063
Q96JP9,CDHR1_HUMAN,CDHR1,613660
Q9NYQ6,CELR1_HUMAN,CELSR1,182940
Q8NDM7,CFA43_HUMAN,CFAP43,617592
Q9BZG8,DPH1_HUMAN,DPH1,616901
O60762,DPM1_HUMAN,DPM1,608799
O94777,DPM2_HUMAN,DPM2,615042
Q9P2X0,DPM3_HUMAN,DPM3,612937
P28340,DPOD1_HUMAN,POLD1,612591
Q07864,DPOE1_HUMAN,POLE,615083
P54098,DPOG1_HUMAN,POLG,157640
Q9UHN1,DPOG2_HUMAN,POLG2,610131
Q8N608,DPP10_HUMAN,DPP10,600807
P42658,DPP6_HUMAN,DPP6,612956
Q5T2R2,DPS1_HUMAN,PDSS1,614651
Q12882,DPYD_HUMAN,DPYD,274270
Q14117,DPYS_HUMAN,DPYS,222748
Q8NEX9,DR9C7_HUMAN,SDR9C7,617574
Q6UX65,DRAM2_HUMAN,DRAM2,616502
Q96MC2,DRC1_HUMAN,DRC1,615294
Q8IXS2,DRC2_HUMAN,CCDC65,615504
O95995,DRC4_HUMAN,GAS8,616726
P13929,ENOB_HUMAN,ENO3,612932
Q5NDL2,EOGT_HUMAN,EOGT,615297
Q8TF64,GIPC3_HUMAN,GIPC3,601869
Q15303,ERBB4_HUMAN,ERBB4,615515
O94905,ERLN2_HUMAN,ERLIN2,611225
O95718,ERR2_HUMAN,ESRRB,608565
Q56NI9,ESCO2_HUMAN,ESCO2,268300
Q6SJ93,F111B_HUMAN,FAM111B,615704
P05160,F13B_HUMAN,F13B,134580
P00742,FA10_HUMAN,F10,227600
P03951,FA11_HUMAN,F11,612416
Q7L5A8,FA2H_HUMAN,FA2H,612319
P22413,ENPP1_HUMAN,ENPP1,125853
O95571,ETHE1_HUMAN,ETHE1,602473
Q92990,GLMN_HUMAN,GLMN,138000
Q96B26,EXOS8_HUMAN,EXOSC8,616081
Q99502,EYA1_HUMAN,EYA1,113650
Q93063,EXT2_HUMAN,EXT2,133701
Q5T1H1,EYS_HUMAN,EYS,602772
O43909,EXTL3_HUMAN,EXTL3,617425
P05305,EDN1_HUMAN,EDN1,612798
Q5JVL4,EFHC1_HUMAN,EFHC1,254770
P16422,EPCAM_HUMAN,EPCAM,613217
P16452,EPB42_HUMAN,EPB42,612690
P29323,EPHB2_HUMAN,EPHB2,176807
P54760,EPHB4_HUMAN,EPHB4,617300
Q5T890,ER6L2_HUMAN,ERCC6L2,615715
O75616,ERAL1_HUMAN,ERAL1,617565
P04626,ERBB2_HUMAN,ERBB2,137800
P21860,ERBB3_HUMAN,ERBB3,607598
P04062,GLCM_HUMAN,GBA,168600
P18074,ERCC2_HUMAN,ERCC2,278730
Q8IVS8,GLCTK_HUMAN,GLYCTK,220120
P28715,ERCC5_HUMAN,ERCC5,278780
Q03468,ERCC6_HUMAN,ERCC6,133540
B1AK53,ESPN_HUMAN,ESPN,609006
Q6NXG1,ESRP1_HUMAN,ESRP1,618013
Q9BZE0,GLIS2_HUMAN,GLIS2,611498
Q8NEA6,GLIS3_HUMAN,GLIS3,610199
P38117,ETFB_HUMAN,ETFB,231680
Q16134,ETFD_HUMAN,ETFDH,231680
